case_id,trip_duration_days,miles_traveled,total_receipts_amount,predicted_output
54,3,80.0,10.14,338.89813750001446
55,2,199.0,19.16,362.90220250000897
56,3,185.0,6.81,395.05389000001503
57,2,148.0,6.62,316.9872775000133
58,1,28.0,12.2,168.5650549999992
59,3,158.0,22.15,416.2468000000134
60,1,37.0,5.4,154.3969375000003
61,2,64.0,9.99,242.8205724999947
62,2,95.0,3.33,272.9054450000017
63,1,115.0,23.11,218.50358250001108
64,3,168.0,14.87,391.9674175000157
65,3,66.0,4.87,314.3232600000095
66,2,119.0,16.17,309.987747500013
67,3,147.0,19.52,409.5569425000184
68,3,186.0,19.58,430.2664000000182
69,3,190.0,10.98,401.5293775000118
70,2,105.0,10.56,280.0098099999993
71,3,10.0,22.04,339.84137750000355
72,1,49.0,2.59,147.8747000000013
73,3,205.0,13.12,417.75389250000933
74,2,56.0,11.68,243.88177999999385
75,3,110.0,19.42,386.98328250001805
76,1,74.0,3.23,164.50410500000237
77,2,192.0,9.9,343.7482900000085
78,2,174.0,9.43,328.07091500001104
79,2,22.0,11.95,225.10464499999725
80,2,58.0,18.66,262.44939249999464
81,2,57.0,7.06,247.94822749999878
82,2,60.0,4.18,257.2068025000005
83,1,80.0,4.75,158.42210000000108
84,3,15.0,24.86,347.97381000000325
85,3,176.0,13.54,388.0511900000146
86,1,148.0,2.15,210.4148075000104
87,2,82.0,17.51,263.57924999999415
88,1,113.0,24.76,221.0734675000109
89,2,113.0,0.31,310.90209500000674
90,1,152.0,21.42,223.77572500001162
91,2,123.0,1.81,318.6893025000099
92,3,105.0,18.69,378.8953500000172
93,1,118.0,13.64,188.7984850000078
94,2,146.0,19.39,336.70089250001445
95,3,31.0,18.6,308.2681100000036
96,2,205.0,18.62,367.83445500000926
97,1,186.0,22.66,245.07531500000823
98,3,57.0,11.63,290.3426024999994
99,2,157.0,18.2,329.57930000002
100,5,389.0,423.41,840.1648750000003
101,5,402.0,1398.41,1501.1291749999903
102,5,283.0,610.77,828.3008924999922
103,5,805.0,1321.66,1693.0022600000127
104,5,680.0,778.66,1228.3656875000047
105,5,103.0,469.84,618.8835750000221
106,5,264.0,1234.12,1271.4405825000056
107,5,665.0,1060.18,1475.5864699999358
108,5,290.0,527.13,767.7023875000066
109,5,323.0,1143.58,1406.7487699999683
110,5,131.0,596.78,761.2325050000198
111,5,273.0,1532.89,1515.2409950000365
112,5,711.0,971.64,1474.8907824999797
113,5,641.0,1141.7,1589.6979125
114,5,815.0,966.17,1587.2222174999806
115,5,213.0,1459.76,1465.1864850000154
116,5,583.0,266.32,810.5145974999996
117,5,128.0,586.82,750.7582050000176
118,5,360.0,964.13,1295.9135625000004
119,5,146.0,608.05,762.1386925000165
120,5,774.0,1262.9,1664.7777275000026
121,5,636.0,1251.94,1647.593137499983
122,5,239.0,706.12,757.5316674999957
123,5,847.0,603.11,1134.440260000007
124,5,129.0,646.63,799.5670875000332
125,5,620.0,1326.79,1641.2567875000022
126,5,399.0,319.42,802.7729850000065
127,5,274.0,531.99,739.8213075000114
128,5,52.0,493.31,621.8075225000046
129,5,616.0,178.66,787.5202074999853
130,5,342.0,1302.36,1499.1076074999942
131,5,411.0,683.98,983.5249899999694
132,5,713.0,519.06,1032.1876025000176
133,5,705.0,202.99,824.7363824999942
134,5,361.0,1119.02,1403.3944074999663
135,5,427.0,220.66,784.1127600000377
136,5,178.0,935.48,1138.376049999995
137,5,656.0,929.35,1406.68881249997
138,5,288.0,1365.81,1476.6834275000283
139,5,562.0,444.56,888.5075949999999
140,5,230.0,533.79,661.476837500011
141,5,298.0,811.29,974.626082500004
142,5,573.0,742.77,1124.541987499976
143,5,648.0,99.23,802.7231499999998
144,5,762.0,491.48,908.8696024999598
145,5,605.0,963.51,1376.803519999952
146,5,557.0,1493.93,1612.9729949999555
147,5,513.0,1352.63,1498.4953474999677
148,5,689.0,276.79,874.8067850000092
149,5,345.0,1267.3,1475.8253999999886
150,5,719.0,216.37,833.238467500001
151,5,490.0,1326.91,1512.4186174999982
152,5,450.0,741.83,1044.8192424999718
153,5,519.0,1146.75,1490.3695174999518
154,5,125.0,1247.3,1323.513970000006
155,5,196.0,801.36,813.5086549999958
156,5,836.0,657.77,1205.5225249999926
157,5,288.0,965.55,1217.3317349999713
158,5,485.0,217.71,789.0100975000231
159,5,114.0,594.61,741.7013275000163
160,5,455.0,979.22,1341.8734174999997
161,5,202.0,209.14,612.5187700000039
162,5,669.0,659.98,1137.6934425000004
163,5,277.0,692.71,878.9183949999973
164,5,376.0,1286.37,1495.9891824999902
165,5,732.0,848.46,1397.6145875000016
166,5,332.0,331.21,789.5952600000063
167,5,288.0,416.49,745.825595000008
168,5,801.0,1233.24,1650.9387550000001
169,5,67.0,64.42,496.7090375000008
170,5,359.0,216.75,776.9683125000037
171,5,689.0,372.23,959.8477475000169
172,5,325.0,575.91,833.1520274999895
173,5,155.0,1022.2,1194.0825074999811
174,5,188.0,1142.37,1152.3435750000003
175,5,759.0,842.0,1404.5385149999997
176,5,589.0,1234.38,1539.0604349999767
177,5,296.0,478.2,760.9543175000105
178,5,270.0,284.47,688.0712075000122
179,5,55.0,712.64,761.4060400000029
180,5,562.0,1178.89,1530.2106574999623
181,5,273.0,1052.61,1267.0802124999693
182,5,223.0,825.01,827.4568174999916
183,5,808.0,1265.63,1685.1365049999931
184,5,818.0,486.9,991.3945199999857
185,5,87.0,896.07,1118.6553124999705
186,5,162.0,663.77,786.7079575000191
187,5,700.0,273.82,874.2740000000085
188,5,141.0,778.22,839.7640475000167
189,5,516.0,1150.26,1460.9950124999637
190,5,371.0,1501.91,1567.4334575000007
191,5,537.0,883.0,1288.301499999972
192,5,622.0,492.17,915.271492500008
193,5,152.0,340.01,573.5390250000229
194,5,77.0,281.02,521.6674699999962
195,5,629.0,709.22,1149.716934999991
196,5,779.0,436.92,978.6467899999709
197,5,330.0,113.97,715.150322500014
198,5,367.0,112.29,719.9621025000124
199,5,415.0,575.13,873.4842674999772
200,9,1099.0,1668.45,1905.190604999926
201,9,269.0,1781.44,1577.2769675000409
202,12,1000.0,675.11,1523.455662500026
203,9,579.0,440.25,1064.502312500013
204,9,108.0,1437.72,1542.6570449999776
205,12,1014.0,1213.65,2017.37004500001
206,11,612.0,445.84,1150.543090000023
207,9,595.0,242.11,1026.796317500007
208,9,1078.0,105.31,1194.4307599999843
209,12,725.0,922.1,1662.7400699999826
210,9,444.0,1221.57,1509.6943499999759
211,10,433.0,903.88,1373.6273775000009
212,11,175.0,1177.54,1565.5675999999855
213,10,646.0,430.63,1128.2533550000255
214,9,807.0,1917.21,1742.263864999997
215,12,439.0,1231.15,1692.3932775000326
216,8,421.0,1964.5,1607.5537649999997
217,10,404.0,752.54,1116.5899950000005
218,8,946.0,969.17,1876.2024549999874
219,10,684.0,900.63,1560.1767274999902
220,10,766.0,107.29,1033.2330075000027
221,12,700.0,606.73,1405.8388500000262
222,12,940.0,1674.57,1893.2049924999642
223,11,554.0,1900.81,1742.948807499974
224,11,1040.0,799.87,1699.1888675000068
225,8,155.0,1099.49,1446.2447600000146
226,9,685.0,724.93,1369.6666924999993
227,8,886.0,1644.78,1805.8458675000581
228,10,488.0,525.26,1036.45271999999
229,11,422.0,2049.39,1633.5299575000026
230,8,155.0,218.69,664.3683800000125
231,9,508.0,1150.51,1539.34324499998
232,12,495.0,389.65,1116.0365025000417
233,11,117.0,1967.99,1633.842940000009
234,8,718.0,314.27,1090.3399025000415
235,9,881.0,1912.66,1776.122665000047
236,11,710.0,233.95,1118.6264075000208
237,8,669.0,1270.19,1657.7210375000116
238,11,528.0,1118.12,1621.8688150000014
239,10,183.0,1305.02,1585.119349999993
240,10,640.0,493.27,1167.9509000000135
241,9,122.0,1372.11,1552.178697499949
242,10,133.0,349.52,763.0009825000075
243,8,614.0,1198.26,1604.282897500004
244,12,150.0,1725.15,1674.9562049999986
245,11,819.0,1014.21,1810.2436274999925
246,9,949.0,1087.59,2000.365512500016
247,11,866.0,2099.94,1800.0778725000182
248,9,429.0,1624.59,1597.829062499986
249,12,804.0,998.65,1774.2639099999985
250,10,1084.0,336.27,1262.9026675000055
251,11,996.0,118.49,1210.0121974999877
252,10,906.0,1015.59,1904.7962825000288
253,9,277.0,1821.25,1579.8339900000371
254,11,829.0,1652.34,1865.8848624999957
255,9,632.0,475.09,1124.6300575000223
256,8,322.0,1293.11,1541.387852499975
257,8,544.0,276.63,916.4319750000053
258,11,649.0,858.75,1566.1342199999967
259,10,671.0,567.83,1245.7876050000134
260,8,292.0,1894.94,1565.3732675000101
261,11,466.0,1717.49,1700.2629975000202
262,12,669.0,1308.88,1869.8451174999766
263,11,1035.0,222.42,1267.6283399999718
264,8,512.0,1984.46,1589.6473850000025
265,12,402.0,1759.03,1731.045240000068
266,12,715.0,977.71,1683.065147499972
267,8,1044.0,457.43,1241.2292000000125
268,12,667.0,723.21,1464.2098774999959
269,10,921.0,1445.95,1879.4289749999243
270,10,594.0,1129.84,1616.0371300000206
271,11,597.0,1379.55,1790.096764999987
272,8,513.0,1152.9,1477.1446699999608
273,8,1026.0,166.27,1155.145429999991
274,8,683.0,114.33,992.8330425000145
275,10,235.0,597.87,942.0620650000039
276,12,645.0,1395.76,1892.3041699999828
277,8,776.0,735.33,1448.04998999998
278,8,687.0,1050.25,1596.747984999983
279,11,361.0,323.83,928.6368450000277
280,9,1024.0,1378.79,1965.4535674999186
281,8,874.0,426.01,1168.0788575000067
282,10,895.0,707.11,1529.7077300000415
283,10,1021.0,1557.6,1947.66577749996
284,8,511.0,1439.85,1427.0427174999734
285,10,953.0,970.16,1879.3209924999765
286,9,984.0,1913.9,1812.907862500064
287,9,223.0,827.49,1123.7245225000065
288,10,602.0,2083.44,1664.9536474999902
289,9,970.0,213.74,1164.4965599999875
290,10,1037.0,968.3,1949.1464774999674
291,8,886.0,1350.03,1896.7684174999883
292,9,1039.0,1330.31,2018.2604824999557
293,11,968.0,1558.26,1921.0706049999496
294,11,561.0,325.85,1115.8851775000257
295,8,164.0,1590.94,1530.758012500027
296,10,448.0,497.33,938.0312974999862
297,11,1075.0,2070.49,1892.4401300000247
298,9,561.0,1508.97,1634.9166125000029
299,10,587.0,1869.74,1685.5583549999867
300,7,847.0,672.46,1442.4633200000112
301,6,836.0,233.1,996.6753499999879
302,1,953.0,1165.9,1319.0974224999877
303,4,907.0,289.91,812.4261824999822
304,2,636.0,1222.89,1406.7101449999916
305,5,608.0,208.47,797.6286725000007
306,1,658.0,831.92,951.7076949999649
307,2,961.0,1160.73,1460.0746499999934
308,3,733.0,1094.09,1396.6528750000286
309,7,633.0,1004.04,1508.1537374999689
310,1,995.0,799.54,903.6149299999672
311,2,804.0,1000.73,1278.980600000026
312,4,623.0,779.78,1094.8380124999987
313,1,881.0,979.66,1208.81946750001
314,2,653.0,994.8,1243.6192775000145
315,7,611.0,90.51,866.0103575000103
316,5,846.0,462.08,1023.8882174999703
317,1,674.0,519.53,660.0647075000215
318,2,734.0,848.54,1145.7316800000071
319,1,729.0,855.65,1072.1739024999724
320,6,754.0,893.98,1495.457034999998
321,5,710.0,151.86,819.5235349999939
322,3,720.0,447.94,761.3851624999795
323,4,615.0,1113.95,1433.1219249999708
324,4,691.0,1180.46,1510.7490650000002
325,1,906.0,877.7,1127.2602874999786
326,5,974.0,634.93,1237.8122875000247
327,6,605.0,1173.36,1572.3783799999683
328,1,641.0,987.55,1164.6998499999854
329,4,764.0,550.89,965.3691650000092
330,2,679.0,112.77,623.3690999999999
331,2,930.0,115.16,687.8042624999866
332,2,874.0,298.18,671.302980000006
333,7,990.0,992.07,1919.6824450000004
334,3,793.0,999.93,1336.0681625
335,4,745.0,286.12,787.6704400000004
336,3,609.0,461.0,744.0532874999856
337,2,903.0,51.49,685.6227699999785
338,5,843.0,378.05,953.3141574999812
339,5,932.0,455.93,1059.8090449999636
340,3,725.0,112.02,703.9446624999889
341,5,771.0,91.77,831.8043449999948
342,3,815.0,951.24,1287.1289199999926
343,7,759.0,712.74,1372.8191124999962
344,7,671.0,125.76,923.5847375000112
345,3,727.0,738.52,1090.4448500000155
346,4,799.0,926.48,1323.9546899999782
347,2,873.0,72.47,669.4543299999839
348,1,807.0,789.14,884.5013099999671
349,5,869.0,574.16,1126.8685874999944
350,7,799.0,1019.86,1723.5827425000043
351,4,909.0,573.21,1013.7591074999872
352,2,842.0,333.45,655.4603625000052
353,5,867.0,568.5,1122.9958399999923
354,2,625.0,435.72,641.1167449999989
355,3,686.0,312.73,740.5306024999967
356,2,881.0,1071.94,1352.9766975000216
357,3,908.0,1069.38,1389.061550000004
358,2,626.0,354.6,620.624059999972
359,3,621.0,290.87,716.9838499999958
360,3,631.0,413.93,746.6673949999861
361,2,685.0,870.75,1144.3428625000156
362,6,958.0,1150.07,1822.7689724999402
363,3,819.0,1057.52,1364.2972075000075
364,2,773.0,95.48,644.0797124999956
365,5,732.0,1234.94,1625.529545000055
366,5,941.0,840.25,1437.784072499996
367,1,930.0,662.74,838.8173349999759
368,3,745.0,219.84,767.2157625000062
369,1,916.0,899.59,1166.5822974999821
370,7,671.0,382.72,1018.6747400000252
371,2,644.0,859.31,1139.0493575000053
372,3,929.0,1069.45,1387.7537624999977
373,3,671.0,1047.82,1348.3419299999962
374,3,916.0,982.91,1309.3739049999908
375,6,668.0,554.34,1109.812242500016
376,2,840.0,1140.61,1423.9733400000252
377,2,659.0,368.17,636.5782074999767
378,3,758.0,371.29,754.4472149999892
379,7,618.0,713.57,1234.2867099999846
380,4,621.0,330.05,778.2651274999998
381,5,909.0,382.46,991.074952499977
382,1,928.0,1155.97,1318.093627499987
383,1,673.0,407.71,567.8367299999917
384,4,961.0,756.98,1161.4396800000036
385,2,924.0,504.06,726.7260499999979
386,7,988.0,983.04,1905.256332500003
387,1,828.0,62.05,550.8320350000103
388,3,617.0,636.04,889.1358499999864
389,5,637.0,901.81,1360.2565374999706
390,2,781.0,397.22,660.3845400000217
391,5,852.0,391.78,969.0080899999787
392,1,916.0,528.22,674.578247499998
393,2,724.0,1153.01,1392.539852500033
394,7,771.0,1128.93,1753.5821650000012
395,6,795.0,511.77,1105.3449650000123
396,4,717.0,1004.2,1417.384184999975
397,3,921.0,469.02,801.4303449999715
398,6,891.0,447.64,1122.1002999999973
399,6,686.0,1158.71,1640.9910324999933
400,10,481.0,479.49,971.7033949999676
401,1,631.0,598.99,705.7062725000083
402,9,374.0,473.49,867.4447825000142
403,8,583.0,652.49,1137.7749674999907
404,3,561.0,635.99,854.032564999987
405,3,214.0,537.99,559.1202874999985
406,10,91.0,661.49,959.6304850000045
407,6,593.0,380.99,932.399042500001
408,7,62.0,63.49,574.2222850000034
409,9,436.0,797.49,1140.9034424999852
410,2,806.0,384.49,650.5554675000241
411,3,738.0,772.99,1116.8922875000185
412,10,125.0,347.49,737.9278375000091
413,7,748.0,111.49,989.3347424999995
414,8,196.0,467.49,787.092330000014
415,6,71.0,363.49,625.2279075000124
416,10,832.0,509.99,1213.2712550000228
417,3,441.0,120.99,576.6028500000081
418,8,801.0,710.99,1433.6597449999913
419,3,353.0,103.49,552.5912200000116
420,5,762.0,545.99,1057.1899574999936
421,3,227.0,512.99,534.7748375
422,6,433.0,251.49,829.8093300000211
423,8,500.0,148.99,837.6922924999998
424,6,227.0,488.99,715.7684724999965
425,6,297.0,507.99,830.0026924999995
426,8,659.0,674.49,1277.9277224999971
427,4,368.0,633.49,794.7259424999711
428,4,162.0,145.49,556.2381099999955
429,9,762.0,692.99,1413.2172900000146
430,4,177.0,196.99,545.5435774999938
431,3,825.0,310.99,755.1321225000008
432,8,210.0,792.99,1048.4442950000018
433,4,798.0,611.99,1008.4787750000208
434,4,264.0,496.99,638.5646750000167
435,10,759.0,810.49,1538.9947675000062
436,6,640.0,74.49,850.2337600000077
437,3,804.0,560.49,877.0040899999923
438,10,150.0,129.49,752.8543400000091
439,3,675.0,709.49,1026.090765000006
440,7,761.0,264.99,1021.5809325000267
441,10,384.0,353.99,903.2802725000117
442,2,499.0,490.49,583.9494850000227
443,1,397.0,735.49,661.1519049999685
444,6,73.0,274.99,574.3785650000102
445,9,694.0,474.99,1126.9182900000294
446,2,689.0,86.99,621.7465999999969
447,5,223.0,785.49,796.3252874999937
448,10,517.0,668.99,1182.3553500000046
449,3,596.0,291.49,699.5751699999951
450,1,433.47,200.17,308.905129999992
451,1,361.45,293.26,292.2320425000007
452,1,426.87,370.23,316.7039875000112
453,1,388.5,786.9,697.6643749999557
454,2,779.35,899.04,1198.155342500021
455,2,565.77,504.44,594.2040075000109
456,3,778.34,566.08,904.7780100000012
457,3,1177.15,162.38,791.3926374999746
458,1,325.99,575.68,471.8120550000107
459,1,268.21,863.78,862.8418324999598
460,3,954.91,510.15,819.8135274999762
461,3,1000.97,423.79,778.8017849999884
462,2,653.63,661.58,879.3363549999715
463,2,582.77,635.19,769.2863549999885
464,3,1096.2,834.56,1162.626387500009
465,1,401.78,601.52,502.7174200000151
466,3,988.12,553.67,878.4208849999684
467,2,806.9,841.31,1149.2701449999968
468,2,855.34,894.43,1207.76454500001
469,1,256.67,424.79,328.0836150000017
470,3,965.03,141.76,745.4065424999834
471,2,549.17,812.66,892.880069999981
472,3,753.78,822.5,1147.2094675000214
473,2,590.71,864.93,1109.4702225
474,2,781.95,530.21,742.7659199999814
475,3,1252.29,401.95,785.7019674999779
476,2,803.52,804.34,1094.9876749999914
477,3,1120.65,722.51,1082.6815500000193
478,3,1142.55,523.13,812.0385899999708
479,1,331.7,537.72,381.4046550000074
480,2,549.33,477.49,596.4776625000184
481,2,688.49,521.5,721.8053899999833
482,1,338.5,317.38,307.4211300000049
483,1,334.04,413.75,316.82153000000903
484,3,1078.95,411.04,738.59424249999
485,2,855.3,369.34,647.7432000000153
486,3,1138.76,798.2,1148.4041025000274
487,2,883.98,613.62,862.8819374999972
488,3,812.76,225.87,770.9597075000058
489,3,1248.84,738.48,1105.5815600000165
490,1,272.37,649.32,568.7242749999925
491,2,654.88,114.82,618.0038100000016
492,1,408.46,547.84,348.1032300000081
493,3,1001.77,319.53,772.6973275000179
494,1,445.6,460.16,324.9430700000062
495,1,287.52,410.39,309.0055075000062
496,2,775.05,803.21,1093.3371024999874
497,2,541.81,741.29,837.1140699999769
498,3,1132.53,418.09,768.2448124999793
499,3,1251.09,162.84,794.1499549999747
500,2,789.97,715.83,1015.6608174999758
501,2,840.96,613.85,855.5251974999939
502,2,760.34,301.78,653.5512624999902
503,1,275.39,290.54,297.0149974999984
504,2,770.1,756.19,1036.2807074999641
505,1,262.43,294.99,279.26132999999913
506,3,1301.45,351.22,782.7630549999873
507,2,603.13,370.18,591.809737499978
508,2,818.36,626.06,864.4811074999891
509,2,684.96,198.12,638.838942499995
510,2,678.1,645.7,874.0215649999684
511,3,785.61,193.84,772.4396525000002
512,2,610.59,423.86,617.0860549999959
513,1,284.28,573.66,469.89301000000637
514,1,277.02,352.96,300.4723900000078
515,2,809.16,571.96,789.6389449999867
516,3,1022.71,166.54,756.316239999974
517,3,959.24,839.34,1188.814605000004
518,2,734.84,632.73,864.4592824999713
519,1,354.56,576.14,464.8226825000136
520,3,1023.03,636.39,997.2429774999978
521,3,1213.43,291.53,768.036957499994
522,3,877.99,843.39,1196.107247499999
523,1,296.78,564.88,440.17369250000525
524,1,318.2,739.42,665.1301724999605
525,1,257.52,596.37,515.217567500004
526,2,681.43,303.32,648.0931924999844
527,1,372.2,837.52,799.7018249999572
528,3,1164.8,516.89,809.9940724999716
529,1,295.27,492.73,382.57235999999966
530,2,601.3,453.81,636.4578525000052
531,3,756.03,622.23,965.9545600000214
532,1,435.03,828.79,762.6580174999626
533,2,826.24,326.9,656.304662500005
534,1,404.81,296.0,289.65696500000024
535,1,370.51,845.76,851.8544249999585
536,3,1348.59,643.79,1030.2806799999983
537,1,348.64,391.87,315.6782850000171
538,3,831.62,756.87,1113.1277750000256
539,2,633.16,331.36,627.1113949999723
540,1,425.87,871.81,912.4910024999572
541,2,660.4,804.53,1029.2040649999747
542,2,507.53,708.66,809.9157374999866
543,1,325.25,137.92,312.12516999999093
544,1,327.8,588.3,508.8229000000096
545,1,280.86,556.8,388.23715250000157
546,3,778.51,835.46,1172.5163025000095
547,3,951.97,752.25,1106.677067500021
548,1,355.38,512.58,374.05854250000624
549,3,1263.27,341.13,782.3744899999886
550,6,176.28,1258.98,1478.5999874999848
551,6,108.9,883.68,1170.0707149999855
552,6,202.45,1004.71,1213.0498975000023
553,9,213.89,1052.62,1414.2901525000023
554,5,146.53,1013.62,1192.1550374999738
555,5,89.08,252.45,510.8644774999917
556,8,158.81,337.0,661.9844025000095
557,7,113.84,519.52,758.4871275000153
558,8,110.92,831.72,1110.5432675000002
559,6,89.81,1186.37,1400.1995575000105
560,8,225.0,467.53,795.5251325000147
561,5,171.63,1291.57,1409.4241274999988
562,9,222.77,600.3,917.15514750001
563,7,159.44,360.51,641.1211300000052
564,6,91.69,1263.17,1424.0235375000027
565,9,134.56,286.44,670.4198050000109
566,5,73.06,617.52,736.1217125000062
567,5,75.5,455.96,618.87802500001
568,9,107.96,665.92,911.819885000012
569,9,188.8,999.66,1354.3275224999923
570,5,172.38,424.04,627.6665425000101
571,6,171.38,230.39,628.1595575000076
572,6,167.07,662.02,815.3254975000044
573,9,327.51,1103.06,1507.7126324999613
574,7,78.59,978.78,1276.4195074999805
575,9,155.14,274.69,696.5064625000064
576,8,110.51,1241.1,1481.506360000011
577,8,164.17,324.01,683.0806000000067
578,8,239.99,922.83,1292.3377725000032
579,6,199.34,235.26,635.6310800000051
580,8,110.08,276.55,635.6949075000138
581,6,154.38,849.34,1089.763282500003
582,5,108.81,454.55,610.4603525000189
583,6,69.34,357.47,620.8598125000129
584,9,187.81,404.58,796.3437625000114
585,6,141.73,1355.67,1483.2822399999768
586,9,217.31,969.58,1335.17153249999
587,8,289.14,644.78,940.7367175000079
588,5,123.75,887.34,1114.1268499999803
589,9,247.11,869.23,1280.5586175000078
590,8,154.78,1330.84,1516.286355000008
591,9,324.6,529.55,871.4244350000229
592,8,278.28,768.69,1059.6198825000179
593,8,262.93,1286.83,1521.9630874999855
594,9,219.83,282.75,753.3969125000107
595,6,202.89,1146.49,1437.2447149999753
596,5,196.67,1287.69,1364.0768575000084
597,9,196.2,877.97,1275.2707650000052
598,5,78.67,746.61,800.3600375000043
599,5,64.61,1185.92,1184.949390000014
600,8,192.02,1128.66,1469.7354899999468
601,6,150.51,538.46,730.5524075000096
602,9,231.78,1278.6,1542.7235249999737
603,5,126.28,1283.41,1399.2177574999964
604,5,65.56,430.65,615.2814950000093
605,6,88.56,1228.95,1382.7601300000097
606,6,168.28,629.76,788.3413100000053
607,6,151.28,208.96,613.1037900000078
608,5,82.26,681.53,773.126292500019
609,6,139.56,1386.83,1481.4199024999718
610,7,266.82,553.82,852.9855500000099
611,8,211.95,826.13,1086.5325724999993
612,5,58.26,1008.35,1158.3917324999657
613,9,127.15,1256.6,1514.307039999965
614,6,62.96,1267.7,1388.6449225000017
615,7,203.2,551.1,788.8737850000074
616,5,114.06,871.03,1098.0837199999737
617,5,130.83,1201.76,1171.3518100000078
618,7,241.77,1071.36,1403.03461749998
619,6,221.64,339.96,663.2873699999911
620,9,284.05,1141.06,1522.5282374999601
621,5,60.47,211.13,530.910212499997
622,5,78.74,1308.25,1366.4250299999972
623,5,67.72,299.35,555.5079975000082
624,9,355.94,360.22,886.612122500038
625,5,183.43,1136.34,1184.786950000008
626,9,320.32,914.27,1331.8706074999882
627,6,105.64,533.01,734.4989325000139
628,9,333.05,1076.69,1463.1806449999806
629,5,54.1,846.26,1046.3677999999861
630,5,134.48,719.68,789.7029975000202
631,6,199.2,457.99,657.5807624999985
632,8,220.73,345.71,738.7616824999967
633,6,226.82,1197.75,1462.6815349999747
634,9,180.95,573.25,882.7729675000094
635,7,108.53,388.75,652.6952125000114
636,7,153.79,1347.03,1501.295932499966
637,5,137.19,1301.52,1421.5455149999952
638,8,303.56,205.85,818.0561450000156
639,7,236.94,1323.63,1483.8061174999639
640,5,139.04,209.38,566.6210375000036
641,7,160.74,824.95,956.8642325000004
642,6,193.41,483.2,662.7087574999985
643,9,134.12,719.8,970.3243450000107
644,9,288.43,649.06,972.6745750000049
645,5,86.28,973.41,1164.8237224999455
646,6,179.48,348.01,624.2257700000036
647,9,98.74,954.21,1303.6598249999781
648,5,174.27,1391.87,1436.5003199999906
649,6,70.83,601.32,774.8527050000052
650,8,817.0,1110.29,1869.372744999984
651,7,986.0,1205.82,1996.3581250000188
652,9,1004.0,1323.92,1981.5151999999348
653,9,904.0,1013.85,1885.956337500016
654,6,1067.0,1622.51,1783.3551775000353
655,9,1124.0,1493.19,1980.789234999979
656,9,959.0,1166.22,1965.3752624999777
657,7,1180.0,1602.7,1969.855430000037
658,7,1128.0,1062.71,2057.653317499921
659,7,1044.0,1696.4,1953.7111775000822
660,8,1140.0,1392.93,1996.6759599999828
661,7,1164.0,1410.78,1945.8754400000473
662,8,807.0,1534.06,1668.2411899999936
663,7,1146.0,1736.56,1956.1845075000313
664,9,963.0,1663.9,1870.406497500012
665,9,1004.0,1398.73,1931.6741524999106
666,9,831.0,1534.89,1832.140162500001
667,9,957.0,1179.02,1968.1301399999688
668,8,912.0,1430.54,1908.5370475000068
669,8,1041.0,1639.18,1897.0447900000183
670,8,905.0,1619.56,1862.8698675000642
671,8,808.0,1461.82,1721.7119124999706
672,7,990.0,1087.81,2029.089540000002
673,7,981.0,1737.94,1931.9459200000956
674,9,989.0,1099.7,2012.6024949999858
675,6,1171.0,1599.03,1877.6054925000722
